userid, openness, agreeableness, emotional_stability, conscientiousness, extraversion, assigned metric, assigned condition, movie_1, predicted_rating_1, movie_2, predicted_rating_2, movie_3, predicted_rating_3, movie_4, predicted_rating_4, movie_5, predicted_rating_5, movie_6, predicted_rating_6, movie_7, predicted_rating_7, movie_8, predicted_rating_8, movie_9, predicted_rating_9, movie_10, predicted_rating_10, movie_11, predicted_rating_11, movie_12, predicted_rating_12, is_personalized, enjoy_watching 
56e60808b468eb5f0845616fe2714974,4.5,5,5,5,3, popularity, high,1233,4.362534847,1201,4.385625741,1252,4.395925433,1148,4.535650601,1230,4.313287628,1225,4.316621005,2329,4.32784061,919,4.347048148,1617,4.300501148,1291,4.284143318,1197,4.445482812,1198,4.427961717,3,4
78dca3ab3acdb0ad101245e95332ac68,6,3.5,6,4,3.5, popularity, medium,1273,4.488252334,2731,4.23056989,3089,4.220822606,37741,4.196043557,5152,4.284375427,88125,4.092288046,81834,4.196370698,3980,4.358370693,1211,4.217080446,3910,4.290778733,33660,4.247563534,1260,4.297291185,4,4
10ee6ea6bfb79401fc78e92deba3d2ff,5,3.5,3.5,5,2, popularity, medium,1273,4.488252334,2731,4.23056989,3089,4.220822606,37741,4.196043557,5152,4.284375427,88125,4.092288046,81834,4.196370698,3980,4.358370693,1211,4.217080446,3910,4.290778733,33660,4.247563534,1260,4.297291185,2,2
dd9a68f52fd23e04592bdf08af807371,5.5,4.5,4.5,5.5,2, popularity, high,928,4.287232433,1275,4.244381445,1233,4.244188552,2395,4.289307777,4034,4.368136189,509,4.430025598,2791,4.233593782,1079,4.217501255,1222,4.231584377,17,4.266275573,750,4.317637384,32,4.351679608,4,4
c2daea04f1d84f2aa999c92200ec0222,6.5,4,4.5,4,2.5, serendipity, medium,99764,4.877118723,77658,4.450350002,105250,4.792973183,26453,4.945576534,102217,4.593714302,93988,4.506722294,6818,4.930911995,100556,4.550566566,2351,4.859493116,32657,4.754087431,84716,4.899488283,3415,4.64259054,3,3
fb6cc72fc2af933f3c6808fb9a6676c3,4.5,5,3.5,4,2.5, serendipity, medium,112183,4.64656197,7502,4.455870393,77658,4.404093851,110586,4.462161304,112552,4.262358528,1207,4.265280719,1244,4.344327569,3089,4.343317523,44555,4.921190684,1288,4.45233351,26662,4.321840421,953,4.370990321,4,5
ef94eddb28db4edca56013331b5dec8e,5.5,4,3.5,5.5,4, diversity, low,1232,4.478899606,3503,4.331966924,2495,4.401489308,96832,4.264706156,8477,4.235912697,36363,4.277824819,1199,4.333629577,924,4.487644042,96606,4.186252566,4873,4.085428068,1237,4.17326894,7371,4.052073745,5,5
d99db273e834f955834ba6ef2a2b60bd,4.5,3,5.5,7,2.5, popularity, low,97648,4.338846348,99764,4.377632091,102217,4.409171701,26674,4.423453273,87960,4.438466772,27423,4.496446542,101850,4.530151125,26453,4.334644495,96075,4.350168848,92494,4.359120279,108583,4.368527117,108983,4.369762285,3,3
cacdd140e39b8f7d9cd5c34781ab1c7c,4.5,3.5,3.5,3,4, diversity, medium,1232,4.853011859,102217,4.697406495,77177,4.637402207,82143,4.551965585,120815,4.637007812,114635,4.868875264,100553,4.616243387,26674,4.627510686,131724,4.728689568,129514,4.853334784,127152,4.579404159,102602,4.718941943,3,4
e7c8485a3bb3eab91465cc76dcbd4748,6.5,3.5,4.5,3,6.5, diversity, low,858,4.220751141,1221,4.048448603,1254,3.820930012,7215,3.820299345,5008,3.820074057,3801,3.848588839,50,3.785589944,4427,4.023091954,898,3.810507675,1250,3.97824581,1233,3.838950896,1263,3.755761114,4,4
e11b65eb0dcb3c57eef5ebd096a5fd6a,6.5,3,5,5.5,2.5, diversity, low,1148,4.643468289,745,4.15038976,78499,4.059874664,50,4.216008029,2692,4.451176054,63082,4.105410653,92259,4.116084986,97921,4.064398296,72011,4.292722149,2858,4.167159062,1704,4.310952058,64839,4.201508412,4,4
8bb877fc4d206e9633f41afcf6f434da,4.5,3.5,2.5,5,1.5, diversity, low,1148,4.643468289,745,4.15038976,78499,4.059874664,50,4.216008029,2692,4.451176054,63082,4.105410653,92259,4.116084986,97921,4.064398296,72011,4.292722149,2858,4.167159062,1704,4.310952058,64839,4.201508412,3,3
4889e49b9f9ee173d10403b1bbcdf807,7,5,6,6.5,5.5, popularity, high,58559,5.211574156,5418,5.146876744,6377,4.978827974,2918,5.160318053,3114,5.105521017,6539,5.017394864,2716,5.009354069,7153,5.27237222,5952,5.278083792,4993,5.303474814,1198,5.106725359,260,5.025996755,1,1
977f6a958c559679b9dca86180611d47,4,2.5,4,4.5,3, all, default,60069,5.022680758,81845,4.967748328,1136,5.00449131,68954,4.893268054,112552,4.955608561,2858,4.850039987,68358,4.884471372,1213,4.864598739,54286,4.852008267,88125,4.880939325,59315,4.837494807,6016,4.843187058,2,3
485945b55ab3de6f0b9310efc3f6df6a,7,3,7,7,1.5, all, default,7502,4.691990913,112552,4.635865971,112183,4.572552272,2019,4.457901481,1203,4.334747591,1204,4.600288363,77658,4.829441006,1252,4.381576275,1201,4.305463382,923,4.308680668,1225,4.322464687,1233,4.362853814,5,5
c0d05df54bcd2985bcd24c3bed2bfd71,5,4.5,5,4,3, popularity, low,26674,5.095189674,101962,4.71507483,94969,4.927938043,108983,4.97050681,108583,5.224815047,112290,4.831789396,108979,5.207828684,95311,4.878187515,93988,5.107895239,104069,5.156426378,100556,4.632565009,93040,5.186934517,2,3
f85537ffab5ed6070c16e0d3c5475a29,6.5,4,4.5,5,6, serendipity, low,3578,4.055548317,527,3.781913047,4226,3.88812107,3147,4.510600197,5995,3.76222501,27773,3.797979186,1203,3.931202655,1178,3.932069883,58559,4.769866318,4262,4.250345846,6016,3.914703958,48516,3.822662416,4,4
ca12127d5f1198713631a62145557cf5,6.5,5,5,7,3, diversity, low,99813,4.476297166,98124,4.343743386,99114,4.363734228,26326,4.411598131,56869,4.417405512,128981,4.534889188,56490,4.368383158,96473,4.355784209,117506,4.436879269,49394,4.343476135,121372,4.337257354,73868,4.388722391,2,3
298aaf1709b835aede4a4d176445c986,6,5,6,3,5.5, popularity, low,94466,4.341556836,77658,4.375791532,92259,4.309005782,112556,4.884422895,91529,4.893124416,5971,4.32540182,44199,4.31812897,71535,4.721740323,44555,4.408030454,44665,4.374815618,1212,4.409861677,922,4.414475694,2,4
b94e3f9b71ee6dc3098eb2a5b01c21ee,4.5,5,6,6,1, serendipity, high,77658,4.263239291,108583,4.264672105,93040,4.413724769,33779,4.222961757,93988,4.302346094,82143,4.328534477,100553,4.505312376,105250,4.484388989,92494,4.262389169,26674,4.222630043,26453,4.238966188,77177,4.289463415,4,4
0eae92629ffc0a7f8e3da331d6165c22,4.5,3,5,3.5,3.5, serendipity, low,922,4.095225826,96829,4.145749758,96588,4.591236417,93510,4.509548231,99813,4.475326172,1079,4.269670628,77455,4.342040078,65188,4.445293487,5954,4.14870865,2788,4.138452165,2692,4.653611598,89774,4.48135053,4,4
79e686209f702d41a8bbb321e093bf06,5,4.5,3,4.5,2.5, serendipity, medium,1204,4.470576369,1212,4.273599379,1230,4.388469809,1250,4.182012458,1252,4.438320545,1178,4.476057268,3435,4.247502271,922,4.160418494,1203,4.406654512,6947,4.192808813,1199,4.180412972,1225,4.223197956,3,4
4d96607fb54831bf0c2eadf935949509,6,3.5,5.5,4.5,2.5, serendipity, medium,1204,4.470576369,1212,4.273599379,1230,4.388469809,1250,4.182012458,1252,4.438320545,1178,4.476057268,3435,4.247502271,922,4.160418494,1203,4.406654512,6947,4.192808813,1199,4.180412972,1225,4.223197956,5,5
394fbaab64153b5b0db2344c7e1bc7b8,6,6,6.5,4.5,6, serendipity, high,77658,4.447907792,108583,4.507921422,93040,4.634191026,104069,4.241975818,82143,4.52286353,108979,4.185687551,100553,4.58050448,105250,4.644083236,6985,4.385278027,1237,4.255518324,26587,4.836290422,105355,4.3702366,4,4
0abb6de2204f89752425ce67efcb8a45,5.5,4.5,4,4.5,4, all, default,527,4.573822403,1221,4.529950693,1193,4.509928274,7502,4.542654841,6016,4.502991107,912,4.517639065,5618,4.466794187,44555,4.498700345,2324,4.440779455,2019,4.53271355,92259,4.431645739,1197,4.42912729,4,5
8a06e1eb68189ccd352d8c64f09906b8,6.5,2.5,3,4.5,4, serendipity, medium,86377,4.18239685,112290,4.109264502,109374,4.09712326,3089,4.218918145,1207,4.269380628,926,4.275617598,3307,4.259001159,1212,4.318407228,1178,4.309123661,969,4.164124229,5690,4.169860285,912,4.341804657,3,4
2f7b73a8590616814caadf1f5faf21c2,6.5,5.5,6,6,5, popularity, high,594,4.230631466,1148,5.299806338,1219,4.189556349,750,4.239339439,1213,4.18077805,1221,4.272194827,1214,4.201853251,1265,4.202622994,34,4.276044638,1240,4.301223909,858,4.36068772,457,4.272101677,2,3
a3f6f847abb6082b391ce58b93a72892,7,3,6.5,6.5,2, popularity, high,594,4.230631466,1148,5.299806338,1219,4.189556349,750,4.239339439,1213,4.18077805,1221,4.272194827,1214,4.201853251,1265,4.202622994,34,4.276044638,1240,4.301223909,858,4.36068772,457,4.272101677,1,2
6cb8b74bf49c9125022d672af1a18df6,6.5,3.5,4.5,3.5,5.5, popularity, medium,64034,4.130664432,96821,4.171352083,37731,4.118654692,64716,4.139376228,88810,4.308275905,4866,4.120094176,102445,4.117040351,52604,4.178599306,51935,4.026601853,91542,4.087056709,72641,4.357801209,6187,4.305865871,5,5
748784f3d73e3646d2094242769ebd75,6.5,3.5,3.5,7,5.5, diversity, medium,50,4.131688142,77658,4.106118236,108583,4.006613678,66371,3.958865726,85342,3.960663948,912,3.969906434,908,3.953514109,326,3.984489808,84716,3.978706471,593,3.975629538,32657,3.99201835,116797,3.973405334,1,1
bf365c8d86810cb26e345d00b566dc85,5,2.5,6,6,2, all, default,858,4.553994626,4306,4.514614223,1221,4.403709703,8360,4.294664401,50,4.256874908,6377,4.251911117,3252,4.305109521,7502,4.226821425,364,4.224982105,6539,4.20746397,141,4.269043762,1234,4.1856714,2,5
2991b667daafb17933f40ff1147f592a,5.5,3.5,4,3.5,3, all, default,858,4.553994626,4306,4.514614223,1221,4.403709703,8360,4.294664401,50,4.256874908,6377,4.251911117,3252,4.305109521,7502,4.226821425,364,4.224982105,6539,4.20746397,141,4.269043762,1234,4.1856714,2,4
aa896478c00fac4050d39a232ed136d9,7,4.5,6.5,6,4.5, diversity, high,1566,4.793580679,127152,4.746981039,130644,4.891719816,32199,4.779325577,85012,4.951032898,130518,4.958279477,31948,4.741803047,115708,4.805190313,132456,4.729524693,128991,4.901793134,44421,4.902110219,130970,4.902712607,1,3
8089532820067141cdda1bef0e24fe6e,6.5,3.5,4.5,4.5,3.5, serendipity, medium,1196,4.21185454,912,4.020867198,1281,4.097584548,1204,4.097007515,953,4.021909349,1233,4.096353477,1200,4.493577065,924,4.136812946,750,4.208181822,1090,4.062063207,1304,4.10004404,5971,4.034606724,4,4
c11e293807ce2c2f67d577a50ad114eb,7,4,6.5,3,5, popularity, high,714,4.935007161,1211,4.976003709,7502,4.769376663,1237,4.765980308,1209,4.745505168,215,4.883485931,44555,4.807329957,307,4.839914967,306,4.825327604,2427,4.76532304,29,4.774902257,6711,4.759532523,4,4
b6a98cdd574405de0a180be9e0eafe73,4,4.5,3.5,6,3, all, default,260,5.123651966,527,5.047861337,1196,5.100456193,1198,4.878520237,1210,4.987039121,110,4.941665354,1036,4.982398967,58559,4.721448005,2762,4.724251479,589,4.722037069,3578,4.688509731,81845,4.704287459,5,4
670f95d37827130426f3ff36ded5fc13,5,4.5,2.5,3.5,2, serendipity, high,33779,4.820176795,108979,4.742252909,108583,4.724752118,82143,4.850070776,95858,4.72079526,102217,4.864095559,100553,4.797432997,127152,4.746926647,108983,4.709933214,93988,4.706195811,97648,4.755537093,77177,4.851049645,3,2
beaca1a921f1f14b352bf3fedb19b354,7,4,5.5,6,6, serendipity, high,33779,4.820176795,108979,4.742252909,108583,4.724752118,82143,4.850070776,95858,4.72079526,102217,4.864095559,100553,4.797432997,127152,4.746926647,108983,4.709933214,93988,4.706195811,97648,4.755537093,77177,4.851049645,3,3
9fbafed65ef7f97b21f10c266d2c819f,6.5,3.5,4.5,6,4, popularity, medium,129781,4.217093497,120815,4.231010302,127441,4.24304564,120478,4.253390077,116411,4.253986803,128991,4.266339867,119565,4.270277492,118468,4.296971536,131724,4.303252723,127052,4.315936391,129739,4.335840372,130518,4.403783902,3,4
a8628b669a0078a4ed4fbf82b6e047d7,5.5,4,5.5,4,1.5, popularity, high,1221,4.26342764,1214,4.154093692,1265,4.229425956,1197,4.341872948,2762,4.206633067,50,4.161573369,150,4.097409921,457,4.179635083,527,4.588396158,110,4.380878416,593,4.471180248,356,4.418258089,2,4
41115f617c7fed70e319754f752f043d,6.5,6,6,4,4, popularity, low,26674,4.27803811,102217,4.306872478,99764,4.37470218,61406,4.204751259,108583,4.455200002,93988,4.201340705,82143,4.254163652,96606,4.259383972,93040,4.251038739,86781,4.18934713,8620,4.239004571,6818,4.221345776,4,4
e71887ed5a07922d41a0567ff8c79e12,6,5.5,5.5,6.5,2.5, popularity, low,26674,4.27803811,102217,4.306872478,99764,4.37470218,61406,4.204751259,108583,4.455200002,93988,4.201340705,82143,4.254163652,96606,4.259383972,93040,4.251038739,86781,4.18934713,8620,4.239004571,6818,4.221345776,2,3
a86bdc7d8a4a33649d3290133eb733ad,6,4,4.5,4,5.5, all, default,4973,4.399544352,6016,4.371485357,5618,4.328329723,7502,4.375617505,92259,4.324718525,527,4.270905817,5971,4.27345125,94466,4.289606266,903,4.265400725,745,4.291359986,922,4.362525124,77658,4.323840962,3,4
1526f4a779cc3723c955cddc3a353187,6.5,5,6,7,4.5, popularity, high,7153,4.524841404,1193,4.509467014,5952,4.488273105,4993,4.518341217,2959,4.433657925,1198,4.440998643,858,4.58575698,2858,4.429290267,50,4.616785423,527,4.606973502,593,4.460726818,318,4.760353826,5,5
8cf9bfa3838cfc3f89f16e10a1ee59f4,4.5,4.5,6,3,3, diversity, medium,3147,4.470585413,86377,4.405624489,101850,4.487967374,27423,4.596138355,128991,4.54278697,116411,4.439131235,93006,4.451348672,118896,4.407146828,117192,4.390672954,114635,4.615144779,127052,4.513857127,127441,4.451307978,2,3
b3ae1f573ab0da7ae549c58ca338a14f,6,4,3.5,6.5,1.5, popularity, low,95311,3.991474836,100556,4.102644427,94466,4.032158352,93721,4.222432789,96488,3.971088184,86781,4.369659758,86347,3.932035569,92535,3.918869465,116797,3.870836536,86377,3.929860734,89804,4.001169011,86345,3.920601638,4,4
6df3fb2cc02d06bf4e2c6135ad6da376,5,3.5,6.5,4.5,4.5, all, default,109487,4.873282299,7502,4.885625859,1211,4.910912843,77658,4.793517174,1354,4.846523732,129514,5,131724,4.887990601,117533,4.759790253,127152,4.784001005,118896,4.82307854,27423,4.962381583,121372,4.798409774,4,4
c6e04c6343a907c961108fef4a8199dd,5,3.5,3.5,3.5,4, serendipity, medium,117533,4.26505766,91233,4.100840367,131724,4.179912408,117192,4.080874741,120813,4.234631806,87960,4.18819773,101850,4.274408421,93006,4.153261994,111436,4.114331321,27423,4.180963195,95377,4.057917957,120815,4.186394178,4,5
45605c7a6be3394394827efa08a9799b,6.5,4.5,1,2.5,3, serendipity, medium,117533,4.26505766,91233,4.100840367,131724,4.179912408,117192,4.080874741,120813,4.234631806,87960,4.18819773,101850,4.274408421,93006,4.153261994,111436,4.114331321,27423,4.180963195,95377,4.057917957,120815,4.186394178,4,4
e585763cc728dbe4831d9da3a09b198f,3,5.5,4.5,4,5, popularity, medium,1260,3.982670302,57669,3.894191921,3435,3.851008688,44555,3.757372167,1254,4.041289464,922,3.715517484,1212,3.905831793,1175,4.008888289,1299,3.939199878,1228,3.74302828,1466,3.847629597,1262,3.861817772,3,4
7885b124d03dd6f6fb2a7ad04b752fe0,7,5,7,4.5,3, serendipity, high,7502,4.725262364,77658,4.673485821,7327,4.795018234,8477,4.905884921,26131,5.00862755,5147,4.832021721,1952,4.887316313,2731,4.738213293,750,4.901332579,1244,5.103909074,1207,4.830193378,44555,4.77480412,5,5
074ebec2822594b0edd299f4c537a795,7,4.5,5,4.5,7, diversity, high,2193,4.279350967,33779,4.267915957,56145,4.240805469,86377,4.097534637,93721,4.168041067,11,4.323482274,1370,4.143282392,71899,4.136262841,1754,4.427731007,2763,4.171530472,36363,4.273694752,2990,4.25536887,2,4
7f60f800e807c63a865f302b2b76a156,5.5,5,5,5,4, popularity, high,2973,4.33760198,3735,4.18034814,5782,4.109373239,5971,4.196242115,1185,4.093296882,46976,4.230319377,1077,4.060804207,1748,4.041462447,265,4.364436658,497,4.027480462,235,4.068322374,2502,4.111039677,4,5
4a2d7cb0d5db038f15697c3b99568b3a,4,6,5.5,4,2, popularity, low,108583,5,104069,4.61688267,93721,4.743502603,96829,4.819512958,26587,4.980909713,8477,4.75965881,86377,4.643242192,77658,4.760159939,3310,5,8154,4.775681182,26131,4.881729802,6987,4.843106308,4,5
f7ee86fd173f2330f87e9b7b8467e737,6.5,3.5,7,6,3.5, serendipity, medium,64716,4.216948422,5971,3.677526147,48082,4.785351876,84152,4.060584588,6502,3.67028274,8910,4.713243939,2542,4.149707006,71535,3.933667064,91529,3.827888881,52281,4.082108238,51255,4.296746855,5618,4.727301768,3,2
78e6499e97a0d63098287ab3e5a3d577,5.5,3,4.5,5.5,2.5, all, default,89759,4.630103022,85342,4.615575046,82459,4.437801622,1732,4.33099538,60904,4.712120022,86781,4.382523865,26326,4.509811106,3949,4.266968407,79553,4.407526968,296,4.252690106,3160,4.287320414,6818,4.496177414,3,4
1c2e6d8d6e0cfb2b41b804da6887bdfd,6,4,3.5,4.5,3, diversity, low,8958,4.888385857,40819,4.384454234,27803,4.522742821,8784,4.441912394,5945,4.708356514,55814,4.573139191,3468,4.477414864,3307,4.573092746,1247,4.45418875,3462,4.702963069,2731,4.529395973,2973,4.503800164,3,3
600ec019e03ab20d98ba29e4119d2145,4.5,4.5,4,4,4, diversity, medium,86644,4.124483553,5121,4.80379853,5498,4.462239763,25850,4.509388302,32460,4.242713112,52042,4.12635334,8910,4.202069945,54259,4.172252022,3275,3.805835618,6123,4.577313871,5475,4.509495537,87232,3.850187372,3,2
5f16b14e2d82c31755291f40e8b0ec73,5,4,6,6.5,2.5, diversity, high,6016,3.790280225,7502,3.82994396,912,3.804928183,112290,3.572388028,77658,3.765027181,109374,3.560246786,86377,3.645520376,904,3.812534013,2324,3.728068573,44555,3.785989463,31658,3.609298711,92259,3.718934858,4,3
5af58060b20eaf97e38ef38de5d023a2,4,4,4.5,4,4, diversity, high,5995,4.452397557,77658,4.551004076,61406,4.389951405,95311,4.360040595,82143,4.378545304,93988,4.40261978,95858,4.371346997,117533,4.503293479,745,4.544048274,84716,4.438570139,98809,4.377641067,4298,4.550861507,3,3
